code	comp_ratio	elevation	has_compressor	highest_temp	idx	A00001517	A00001516	lowest_temp	name	pressure_lower	pressure_upper	sub_division	valve
3779318281052094464	1.4	0.0		20.0	631	A00003453	A00003023	0.0	A00001289	4.0	9.85	0.0
3779318281060483072	1.4	0.0		20.0	632	A00003026	A00003025	0.0	A00001310	4.0	9.85	0.0
3779318281064677376	1.4	0.0		20.0	633	A00003028	A00003454	0.0	A00001283	4.0	9.85	0.0
3779318281073065984	1.4	0.0		20.0	634	A00003030	A00003029	0.0	A00001276	4.0	9.85	0.0
3779318281077260288	1.4	0.0		20.0	635	A00003032	A00003455	0.0	A00001267	4.0	9.85	0.0
3779318281085648896	1.4	0.0		20.0	636	A00003034	A00003033	0.0	A00001313	4.0	9.85	0.0
3779318281098231808	1.4	143.0	A00003037	20.0	638	A00003435	A00003436	0.0	A00000444	6.0	11.85	0.0
3779318281106620416	1.4	164.0		20.0	639	A00003437	A00003040	0.0	A00001303	6.0	11.85	0.0
3779318281110814720	1.4	251.0	A00003043	20.0	640	A00003438	A00003439	0.0	A00003042	6.0	11.85	0.0
3779318281119203328	1.4	300.0		20.0	641	A00003440	A00003441	0.0	A00003046	6.0	11.85	0.0
3779318281123397632	1.4	240.0		20.0	642	A00003050	A00003442	0.0	A00001465	6.0	11.85	0.0
dummy_1	1.0	48.0	#N/A		-1	A00003456	A00003457		dummy_1	4.0	9.85		#N/A
