name	code	has_compressor	comp_ratio	pressure_upper	pressure_lower	lowest_temp	highest_temp	elevation	A00001516	A00001517	sub_division	valve	idx
A00000980	3779318278535512064		1.4	6.0	2.5	0.0	20.0	154.0	A00002172	A00002173	0		263
A00000885	3779318278539706368		1.4	9.85	4.0	0.0	20.0	42.0	A00002174	A00002175	0		264
A00000889	3779318278543900672	A00002176	1.4	9.85	4.0	0.0	20.0	150.0	A00002177	A00002178	0		265
A00002179	3779318278552289280	A00002180	1.4	9.85	4.0	0.0	20.0	151.0	A00002181	A00002182	0		266
A00000907	3779318278560677888		1.4	9.85	4.0	0.0	20.0	146.0	A00002183	A00002184	0		267
A00000976	3779318278569066496		1.4	6.0	2.5	0.0	20.0	207.0	A00002185	A00002186	0		268
A00000914	3779318278573260800		1.4	9.85	4.0	0.0	20.0	154.0	A00002187	A00002188	0		269
A00000916	3779318278581649408		1.4	9.85	4.0	0.0	20.0	118.0	A00002189	A00002190	0		270
A00000972	3779318278585843712		1.4	9.85	4.0	0.0	20.0	118.0	A00002191	A00002192	0		271
A00002193	3779318278594232320		1.4	9.85	4.0	0.0	20.0	118.0	A00002194	A00002195	0		272
A00000921	3779318278602620928		1.4	9.85	4.0	0.0	20.0	11.0	A00002196	A00002197	0		273
A00000982	3779318278606815232		1.4	9.85	4.0	0.0	20.0	35.0	A00002198	A00002199	0		274
A00000919	3779318278615203840		1.4	9.85	4.0	0.0	20.0	35.0	A00002200	A00002201	0		275
A00000927	3779318278619398144		1.4	9.85	4.0	0.0	20.0	10.0	A00002202	A00002203	0		276
A00002204	3779318278627786752		1.4	9.85	4.0	0.0	20.0	10.0	A00002205	A00002206	0		277
A00000974	3779318278631981056		1.4	9.85	4.0	0.0	20.0	10.0	A00002207	A00002208	0		278
A00002209	3779318278640369664		1.4	9.85	4.0	0.0	20.0	10.0	A00002210	A00002211	0		279
A00000359	3779318278644563968		1.4	9.85	4.0	0.0	20.0	20.0	A00002212	A00002213	0		280
A00000966	3779318278652952576		1.4	6.0	2.5	0.0	20.0	23.0	A00002214	A00002215	0		281
A00000879	3779318278657146880		1.4	9.85	4.0	0.0	20.0	23.0	A00002216	A00002217	0		282
A00000377	3779318278665535488		1.4	6.0	2.5	0.0	20.0	23.0	A00002218	A00002219	0		283
A00000924	3779318278669729792		1.4	9.85	4.0	0.0	20.0	10.0	A00002220	A00002221	0		284
A00000978	3779318278678118400		1.4	6.0	2.5	0.0	20.0	10.0	A00002222	A00002223	0		285
A00002224	3779318278686507008		1.4	9.85	4.0	0.0	20.0	22.0	A00002225	A00002226	0		286
A00000882	3779318278694895616		1.4	9.85	4.0	0.0	20.0	22.0	A00002227	A00002228	0		287
A00000930	3779318278699089920		1.4	9.85	4.0	0.0	20.0	10.0	A00002229	A00002230	0		288
A00000969	3779318278707478528		1.4	9.85	4.0	0.0	20.0	10.0	A00002231	A00002232	0		289
A00000905	3779318278715867136		1.4	9.85	4.0	0.0	20.0	41.0	A00002233	A00002234	0		290
A00000900	3779318278720061440	A00002235	1.4	9.85	4.0	0.0	20.0	48.0	A00002236	A00002237	0		291
A00000902	3779318278728450048		1.4	9.85	4.0	0.0	20.0	40.0	A00002238	A00002239	0		292
A00000396	3779318278736838656		1.4	9.85	4.0	0.0	20.0	57.0	A00002240	A00002241	0		293
A00000394	3779318278741032960		1.4	9.85	4.0	0.0	20.0	69.0	A00002242	A00002243	0		294
A00000894	3779318278749421568		1.4	9.85	4.0	0.0	20.0	96.0	A00002244	A00002245	0		295
A00000892	3779318278753615872		1.4	9.85	4.0	0.0	20.0	81.0	A00002246	A00002247	0		296
A00000896	3779318278762004480		1.4	9.85	4.0	0.0	20.0	160.0	A00002248	A00002249	0		297
A00000361	3779318278766198784		1.4	9.85	4.0	0.0	20.0	66.0	A00002250	A00002251	0		298
A00000963	3779318278774587392		1.4	6.0	2.5	0.0	20.0	160.0	A00002252	A00002253	0		299
A00000961	3779318278778781696		1.4	6.0	2.5	0.0	20.0	96.0	A00002254	A00002255	0		300
A00000898	3779318278787170304		1.4	6.0	2.5	0.0	20.0	96.0	A00002256	A00002257	0		301
A00000556	3779318278795558912	A00002258	1.4	9.85	4.0	0.0	20.0	24.0	A00002259	A00002260	0		302
A00000021	3779318278799753216		1.4	9.85	4.0	0.0	20.0	24.0	A00002261	A00002262	0		303
A00000558	3779318278808141824		1.4	9.85	4.0	0.0	20.0	20.0	A00002263	A00002264	0		304
A00000562	3779318278812336128		1.4	9.85	4.0	0.0	20.0	13.0	A00002265	A00002266	0		305
A00000560	3779318278820724736		1.4	9.85	4.0	0.0	20.0	15.0	A00002267	A00002268	0		306
A00000567	3779318278829113344		1.4	9.85	4.0	0.0	20.0	5.0	A00002269	A00002270	0		307
A00000570	3779318278833307648		1.4	9.85	4.0	0.0	20.0	2.0	A00002271	A00002272	0		308
A00000572	3779318278841696256		1.4	9.85	4.0	0.0	20.0	3.0	A00002273	A00002274	0		309
A00000575	3779318278845890560		1.4	9.85	4.0	0.0	20.0	6.0	A00002275	A00002276	0		310
A00000579	3779318278854279168		1.4	9.85	4.0	0.0	20.0	26.0	A00002277	A00002278	0		311
A00000581	3779318278862667776		1.4	9.85	4.0	0.0	20.0	6.0	A00002279	A00002280	0		312
A00000583	3779318278866862080		1.4	9.85	4.0	0.0	20.0	6.0	A00002281	A00002282	0		313
A00000585	3779318278875250688		1.4	9.85	4.0	0.0	20.0	6.0	A00002283	A00002284	0		314
A00002285	3779318278879444992		1.4	9.85	4.0	0.0	20.0	6.0	A00002286	A00002287	0		315
A00000587	3779318278887833600		1.4	9.85	4.0	0.0	20.0	6.0	A00002288	A00002289	0		316
A00000430	3779318278896222208	A00002290	1.4	9.85	4.0	0.0	20.0	6.0	A00002291	A00002292	0		317
A00000589	3779318278904610816		1.4	9.85	4.0	0.0	20.0	6.0	A00002293	A00002294	0		318
A00000592	3779318278912999424		1.4	9.85	4.0	0.0	20.0	24.0	A00002295	A00002296	0		319
A00000659	3779318278917193728		1.4	9.85	4.0	0.0	20.0	24.0	A00002297	A00002298	0		320
A00000595	3779318278925582336		1.4	9.85	4.0	0.0	20.0	24.0	A00002299	A00002300	0		321
A00002301	3779318278933970944		1.4	9.85	4.0	0.0	20.0	6.0	A00002302	A00002303	0		322
A00002304	3779318278938165248		1.4	9.85	4.0	0.0	20.0	0.2	A00002305	A00002306	0		323
A00000011	3779318278950748160		1.4	9.85	4.0	0.0	20.0	22.0	A00002307	A00002308	0		324
A00000027	3779318278954942464		1.4	6.0	2.5	0.0	20.0	61.0	A00002309	A00002310	0		325
A00000002	3779318278963331072	A00002311	1.4	9.85	4.0	0.0	20.0	61.0	A00002312	A00002313	0		326
A00000009	3779318278967525376		1.4	9.85	4.0	0.0	20.0	46.0	A00002314	A00002315	0		327
A00000624	3779318278975913984		1.4	9.85	4.0	0.0	20.0	4.0	A00002316	A00002317	0		328
A00000612	3779318278984302592		1.4	9.85	4.0	0.0	20.0	9.0	A00002318	A00002319	0		329
A00000617	3779318278988496896		1.4	9.85	4.0	0.0	20.0	4.0	A00002320	A00002321	0		330
A00000605	3779318278996885504		1.4	9.85	4.0	0.0	20.0	36.0	A00002322	A00002323	0		331
A00000609	3779318279001079808		1.4	9.85	4.0	0.0	20.0	6.0	A00002324	A00002325	0		332
A00000668	3779318279009468416		1.4	9.85	4.0	0.0	20.0	5.0	A00002326	A00002327	0		333
A00000007	3779318279017857024		1.4	9.85	4.0	0.0	20.0	28.0	A00002328	A00002329	0		334
A00000005	3779318279022051328		1.4	9.85	4.0	0.0	20.0	34.0	A00002330	A00002331	0		335
A00000398	3779318279030439936	A00002332	1.4	9.85	4.0	0.0	20.0	47.0	A00002333	A00002334	0		336
A00000425	3779318279038828544		1.4	9.85	4.0	0.0	20.0	159.0	A00002335	A00002336	0		337
A00000392	3779318279047217152		1.4	9.85	4.0	0.0	20.0	154.0	A00002337	A00002338	0		338
A00000389	3779318279055605760		1.4	9.85	4.0	0.0	20.0	154.0	A00002337	A00002339	0		339
A00000416	3779318279059800064	A00002340	1.4	9.85	4.0	0.0	20.0	159.0	A00002341	A00002342	0		340
A00000386	3779318279068188672	A00002343	1.4	9.85	4.0	0.0	20.0	135.0	A00002344	A00002345	0		341
A00002346	3779318279076577280	A00002347	1.4	9.85	4.0	0.0	20.0	135.0	A00002348	A00002349	0		342
A00000410	3779318279080771584		1.4	9.85	4.0	0.0	20.0	130.0	A00002350	A00002351	0		343
A00000420	3779318279089160192		1.4	9.85	4.0	0.0	20.0	124.0	A00002352	A00002353	0		344
A00002354	3779318279093354496		1.4	9.85	4.0	0.0	20.0	723.0	A00002355	A00002356	0		345
A00001013	3779318279101743104	A00002357	1.4	9.85	4.0	0.0	20.0	900.0	A00002358	A00002359	0		346
A00001011	3779318279110131712		1.4	9.85	4.0	0.0	20.0	432.0	A00002360	A00002361	0		347
A00002362	3779318279114326016		1.4	9.85	4.0	0.0	20.0	900.0	A00002363	A00002364	0		348
A00001009	3779318279122714624	A00002365	1.4	9.85	4.0	0.0	20.0	907.0	A00002366	A00002367	0		349
A00001366	3779318279126908928	A00002368	1.4	9.85	4.0	0.0	20.0	896.0	A00002369	A00002370	0		350
A00001316	3779318279135297536		1.4	9.85	4.0	0.0	20.0	896.0	A00002371	A00002372	0		351
A00001040	3779318279139491840		1.4	9.85	4.0	0.0	20.0	1063.0	A00002373	A00002374	0		352
A00000441	3779318279147880448		1.4	6.0	2.5	0.0	20.0	159.0	A00002375	A00002376	0		353
A00000437	3779318279156269056		1.4	6.0	1.5	0.0	20.0	220.0	A00002377	A00002378	0		354
A00000407	3779318279160463360		1.4	9.85	4.0	0.0	20.0	220.0	A00002379	A00002380	0		355
A00000405	3779318279168851968	A00002381	1.4	9.85	4.0	0.0	20.0	520.0	A00002382	A00002383	0		356
A00000403	3779318279173046272		1.4	9.85	4.0	0.0	20.0	750.0	A00002384	A00002385	0		357
A00001038	3779318279181434880	A00002386	1.4	9.85	4.0	0.0	20.0	520.0	A00002387	A00002388	0		358
A00001036	3779318279185629184	A00002389	1.4	9.85	4.0	0.0	20.0	378.0	A00002390	A00002391	0		359
A00001031	3779318279194017792	A00002392	1.4	9.85	4.0	0.0	20.0	378.0	A00002393	A00002394	0		360
A00001034	3779318279198212096		1.4	9.85	4.0	0.0	20.0	378.0	A00002395	A00002396	0		361
A00001026	3779318279206600704	A00002397	1.4	9.85	4.0	0.0	20.0	1230.0	A00002398	A00002399	0		362
A00001028	3779318279210795008		1.4	9.85	4.0	0.0	20.0	1230.0	A00002400	A00002401	0		363
A00000413	3779318279219183616		1.4	9.85	4.0	0.0	20.0	130.0	A00002402	A00002403	0		364
A00001420	3779318279227572224	A00002404	1.4	9.85	4.0	0.0	20.0	145.0	A00002405	A00002406	0		365
A00000446	3779318279231766528		1.4	9.85	4.0	0.0	20.0	100.0	A00002407	A00002408	0		366
A00000449	3779318279244349440		1.4	9.85	4.0	0.0	20.0	100.0	A00002409	A00002410	0		367
A00000452	3779318279252738048	A00002411	1.4	9.85	4.0	0.0	20.0	20.0	A00002412	A00002413	0		368
A00000454	3779318279261126656		1.4	9.85	4.0	0.0	20.0	20.0	A00002414	A00002415	0		369
A00000461	3779318279265320960	A00002416	1.4	9.85	4.0	0.0	20.0	20.0	A00002417	A00002418	0		370
A00000670	3779318279273709568		1.4	9.85	4.0	0.0	20.0	15.0	A00002419	A00002420	0		371
A00000672	3779318279277903872		1.4	9.85	4.0	0.0	20.0	40.0	A00002421	A00002422	0		372
A00002423	3779318279286292480	A00002424	1.4	9.85	4.0	0.0	20.0	1230.0	A00002425	A00002426	0		373
A00000123	3779318279294681088		1.4	9.85	4.0	0.0	20.0	1500.0	A00002427	A00002428	0		374
A00002429	3779318279298875392		1.4	9.85	4.0	0.0	20.0	1500.0	A00002430	A00002431	0		375
A00000818	3779318279307264000	A00002432	1.4	9.85	4.0	0.0	20.0	1584.0	A00002433	A00002434	0		376
A00002435	3779318279315652608	A00002436	1.4	9.85	4.0	0.0	20.0	1478.0	A00002437	A00002438	0		377
A00002439	3779318279324041216		1.4	9.85	4.0	0.0	20.0	1478.0	A00002440	A00002441	0		378
A00000674	3779318279328235520	A00002442	1.4	9.85	4.0	0.0	20.0	35.0	A00002443	A00002444	0		379
A00000677	3779318279336624128		1.4	9.85	4.0	0.0	20.0	50.0	A00002445	A00002446	0		380
A00000679	3779318279340818432		1.4	9.85	4.0	0.0	20.0	100.0	A00002447	A00002448	0		381
A00000682	3779318279349207040		1.4	9.85	4.0	0.0	20.0	100.0	A00002449	A00002450	0		382
A00000183	3779318279357595648		1.4	9.85	4.0	0.0	20.0	45.0	A00002451	A00002452	0		383
A00000169	3779318279361789952	A00002453	1.4	9.85	4.0	0.0	20.0	61.0	A00002454	A00002455	0		384
A00002456	3779318279370178560	A00002457	1.4	9.85	4.0	0.0	20.0	42.0	A00002458	A00002459	0		385
A00000685	3779318279374372864		1.4	9.85	4.0	0.0	20.0	41.0	A00002460	A00002461	0		386
A00000687	3779318279382761472		1.4	9.85	4.0	0.0	20.0	83.0	A00002462	A00002463	0		387
A00001172	3779318279391150080	A00002464	1.4	9.85	4.0	0.0	20.0	84.0	A00002465	A00002466	0		388
A00001174	3779318279399538688		1.4	9.85	4.0	0.0	20.0	70.0	A00002467	A00002468	0		389
A00001176	3779318279407927296		1.4	9.85	4.0	0.0	20.0	43.0	A00002469	A00002470	0		390
A00001178	3779318279412121600		1.4	9.85	4.0	0.0	20.0	5.0	A00002471	A00002472	0		391
A00002473	3779318279420510208		1.4	9.85	4.0	0.0	20.0	2.0	A00002474	A00002475	0		392
A00001044	3779318279428898816		1.4	9.85	4.0	0.0	20.0	2.0	A00002476	A00002477	0		393
A00001180	3779318279437287424		1.4	9.85	4.0	0.0	20.0	3.0	A00002478	A00002479	0		394
A00002480	3779318279441481728		1.4	9.85	4.0	0.0	20.0	20.0	A00002481	A00002482	0		395
A00002483	3779318279445676032		1.4	9.85	4.0	0.0	20.0	20.0	A00002484	A00002485	0		396
A00000597	3779318279454064640		1.4	9.85	4.0	0.0	20.0	4.0	A00002486	A00002487	0		397
A00000635	3779318279458258944		1.4	9.85	4.0	0.0	20.0	3.0	A00002488	A00002489	0		398
A00000654	3779318279466647552		1.4	6.0	2.5	0.0	20.0	4.0	A00002490	A00002491	0		399
A00002492	3779318279470841856		1.4	6.0	2.5	0.0	20.0	4.0	A00002493	A00002494	0		400
A00000014	3779318279479230464		1.4	6.0	2.5	0.0	20.0	4.0	A00002495	A00002496	0		401
A00000030	3779318279487619072		1.4	6.0	2.5	0.0	20.0	4.0	A00002497	A00002498	0		402
A00002499	3779318279491813376		1.4	9.85	4.0	0.0	20.0	36.0	A00002500	A00002501	0		403
A00000641	3779318279500201984		1.4	9.85	4.0	0.0	20.0	36.0	A00002502	A00002503	0		404
A00000662	3779318279504396288		1.4	9.85	4.0	0.0	20.0	36.0	A00002504	A00002505	0		405
A00000619	3779318279512784896		1.4	9.85	4.0	0.0	20.0	4.0	A00002506	A00002507	0		406
A00000632	3779318279516979200		1.4	9.85	4.0	0.0	20.0	3.0	A00002508	A00002509	0		407
A00000627	3779318279525367808		1.4	9.85	4.0	0.0	20.0	3.0	A00002510	A00002511	0		408
A00000666	3779318279529562112		1.4	9.85	4.0	0.0	20.0	3.0	A00002512	A00002513	0		409
A00000639	3779318279537950720		1.4	9.85	4.0	0.0	20.0	4.0	A00002514	A00002515	0		410
A00001046	3779318279546339328		1.4	9.85	4.0	0.0	20.0	4.0	A00002516	A00002517	0		411
A00000643	3779318279550533632		1.4	4.0	2.5	0.0	20.0	2.0	A00002518	A00002519	0		412
A00000646	3779318279558922240		1.4	3.8	2.5	0.0	20.0	2.0	A00002520	A00002521	0		413
A00000648	3779318279563116544		1.4	3.8	2.5	0.0	20.0	2.0	A00002522	A00002523	0		414
A00000651	3779318279571505152		1.4	3.8	2.5	0.0	20.0	2.0	A00002524	A00002525	0		415
A00002526	3779318279575699456		1.4	3.8	2.5	0.0	20.0	2.0	A00002527	A00002528	0		416
A00000600	3779318279584088064		1.4	6.0	2.5	0.0	20.0	1.0	A00002529	A00002530	0		417
A00000602	3779318279592476672		1.4	6.0	2.5	0.0	20.0	1.0	A00002531	A00002532	0		418
A00000664	3779318279600865280		1.4	6.0	2.5	0.0	20.0	1.0	A00002533	A00002534	0		419
A00001182	3779318279609253888		1.4	6.0	2.5	0.0	20.0	1.0	A00002535	A00002536	0		420
A00000512	3779318279613448192		1.4	6.0	2.5	0.0	20.0	290.0	A00002537	A00002538	0		421
A00000468	3779318279621836800		1.4	6.0	2.5	0.0	20.0	86.0	A00002539	A00002540	0		422
A00002541	3779318279630225408		1.4	6.0	2.5	0.0	20.0	92.0	A00002542	A00002543	0		423
A00000465	3779318279634419712		1.4	6.0	2.5	0.0	20.0	137.0	A00002544	A00002545	0		424
A00000505	3779318279642808320		1.4	6.0	2.5	0.0	20.0	66.0	A00002546	A00002547	0		425
A00002548	3779318279647002624		1.4	6.0	2.5	0.0	20.0	66.0	A00002549	A00002550	0		426
A00000503	3779318279655391232		1.4	6.0	2.5	0.0	20.0	66.0	A00002551	A00002552	0		427
A00000500	3779318279663779840		1.4	6.0	2.5	0.0	20.0	91.0	A00002553	A00002554	0		428
A00000474	3779318279667974144		1.4	6.0	2.5	0.0	20.0	56.0	A00002555	A00002556	0		429
A00000477	3779318279676362752		1.4	6.0	2.5	0.0	20.0	64.0	A00002557	A00002558	0		430
A00000472	3779318279680557056		1.4	6.0	2.5	0.0	20.0	171.0	A00002559	A00002560	0		431
A00002561	3779318279688945664		1.4	6.5	2.5	0.0	20.0	810.0	A00002562	A00002563	0		432
A00000470	3779318279693139968		1.4	6.5	2.5	0.0	20.0	810.0	A00002564	A00002565	0		433
A00002566	3779318279701528576		1.4	6.5	2.5	0.0	20.0	810.0	A00002567	A00002568	0		434
A00001430	3779318279705722880		1.4	6.5	2.5	0.0	20.0	209.0	A00002569	A00002570	0		435
A00002571	3779318279714111488		1.4	6.5	2.5	0.0	20.0	810.0	A00002572	A00002573	0		436
A00000463	3779318279722500096		1.4	6.0	1.5	0.0	20.0	88.0	A00002574	A00002575	0		437
A00000509	3779318279730888704		1.4	6.0	1.5	0.0	20.0	21.0	A00002576	A00002577	0		438
A00002578	3779318279739277312		1.4	6.0	2.5	0.0	20.0	33.0	A00002579	A00002580	0		439
A00000480	3779318279747665920		1.4	6.0	2.5	0.0	20.0	30.0	A00002581	A00002582	0		440
A00000484	3779318279751860224		1.4	6.0	2.5	0.0	20.0	31.0	A00002583	A00002584	0		441
A00000487	3779318279760248832		1.4	6.0	2.5	0.0	20.0	25.0	A00002585	A00002586	0		442
A00000489	3779318279764443136		1.4	6.0	2.5	0.0	20.0	29.0	A00002587	A00002588	0		443
A00000493	3779318279772831744		1.4	6.0	2.5	0.0	20.0	38.0	A00002589	A00002590	0		444
A00000498	3779318279781220352		1.4	6.0	2.5	0.0	20.0	38.0	A00002591	A00002592	0		445
A00000515	3779318279785414656		1.4	6.0	2.5	0.0	20.0	21.0	A00002593	A00002594	0		446
A00000507	3779318279793803264		1.4	6.0	2.5	0.0	20.0	25.0	A00002595	A00002596	0		447
A00002597	3779318279802191872		1.4	6.0	2.5	0.0	20.0	26.0	A00002598	A00002599	0		448
A00000517	3779318279806386176		1.4	6.0	2.5	0.0	20.0	59.0	A00002600	A00002601	0		449
A00000520	3779318279814774784		1.4	6.0	2.5	0.0	20.0	60.0	A00002602	A00002603	0		450
A00000526	3779318279818969088		1.4	6.0	2.5	0.0	20.0	60.0	A00002604	A00002605	0		451
A00002606	3779318279827357696		1.4	6.0	2.5	0.0	20.0	60.0	A00002607	A00002608	0		452
A00000528	3779318279831552000		1.4	6.0	2.5	0.0	20.0	33.0	A00002609	A00002610	0		453
A00002611	3779318279839940608		1.4	6.0	2.5	0.0	20.0	59.0	A00002612	A00002613	0		454
A00000531	3779318279848329216		1.4	9.85	4.0	0.0	20.0	71.0	A00002614	A00002615	0		455
A00000524	3779318279852523520		1.4	9.85	4.0	0.0	20.0	85.0	A00002616	A00002617	0		456
A00000522	3779318279860912128		1.4	9.85	4.0	0.0	20.0	104.0	A00002618	A00002619	0		457
A00000695	3779318279865106432		1.4	9.85	4.0	0.0	20.0	185.0	A00002620	A00002621	0		458
A00000692	3779318279873495040		1.4	9.85	4.0	0.0	20.0	100.0	A00002622	A00002623	0		459
A00000689	3779318279881883648		1.4	9.85	4.0	0.0	20.0	44.0	A00002624	A00002625	0		460
A00002626	3779318279886077952		1.4	9.85	4.0	0.0	20.0	23.0	A00002627	A00002628	0		461
A00002629	3779318279894466560		1.4	9.85	4.0	0.0	20.0	23.0	A00002630	A00002631	0		462
A00000078	3779318279898660864		1.4	9.85	4.0	0.0	20.0	23.0	A00002632	A00002633	0		463
A00000080	3779318279907049472		1.4	9.85	4.0	0.0	20.0	23.0	A00002634	A00002635	0		464
A00000082	3779318279915438080		1.4	9.85	4.0	0.0	20.0	23.0	A00002636	A00002637	0		465
A00000084	3779318279919632384		1.4	9.85	4.0	0.0	20.0	23.0	A00002638	A00002639	0		466
A00000086	3779318279928020992		1.4	9.85	4.0	0.0	20.0	23.0	A00002640	A00002641	0		467
A00002642	3779318279932215296		1.4	9.85	4.0	0.0	20.0	23.0	A00002643	A00002644	0		468
A00002645	3779318279940603904		1.4	9.85	4.0	0.0	20.0	23.0	A00002646	A00002647	0		469
A00000088	3779318279948992512		1.4	9.85	4.0	0.0	20.0	23.0	A00002648	A00002649	0		470
A00002650	3779318279957381120		1.4	9.85	4.0	0.0	20.0	23.0	A00002651	A00002652	0		471
A00002653	3779318279961575424		1.4	9.85	4.0	0.0	20.0	1696.0	A00002654	A00002655	1		472
A00000831	3779318279969964032		1.4	9.85	4.0	0.0	20.0	1750.0	A00002656	A00002657	1		473
A00000167	3779318279978352640		1.4	6.0	2.5	0.0	20.0	1537.0	A00002658	A00002659	0		474
A00002660	3779318279982546944	A00002661	1.4	9.85	4.0	0.0	20.0	1537.0	A00002662	A00002663	0		475
A00000137	3779318279990935552		1.4	9.85	4.0	0.0	20.0	1650.0	A00002664	A00002665	1		476
A00002666	3779318279999324160		1.4	9.85	4.0	0.0	20.0	1600.0	A00002667	A00002668	1		477
A00000139	3779318280003518464		1.4	9.85	4.0	0.0	20.0	1600.0	A00002669	A00002670	0		478
A00000145	3779318280011907072		1.4	9.85	4.0	0.0	20.0	1180.0	A00002671	A00002672	0		479
A00002673	3779318280016101376		1.4	6.0	2.5	0.0	20.0	1180.0	A00002674	A00002675	0		480
A00000141	3779318280024489984		1.4	9.85	4.0	0.0	20.0	1500.0	A00002676	A00002677	0		481
A00002678	3779318280028684288		1.4	9.85	4.0	0.0	20.0	1450.0	A00002676	A00002679	0		482
A00000143	3779318280037072896		1.4	9.85	4.0	0.0	20.0	1350.0	A00002680	A00002681	0		483
A00000401	3779318280045461504	A00002682	1.4	6.0	2.5	0.0	20.0	42.0	A00002683	A00002684	0		484
A00002685	3779318280049655808		1.4	6.0	2.5	0.0	20.0	33.0	A00002686	A00002687	0		485
A00002688	3779318280058044416	A00002689	1.4	9.85	4.0	0.0	20.0	1772.0	A00002690	A00002691	1		486
A00002692	3779318280066433024		1.4	9.85	4.0	0.0	20.0	1420.0	A00002693	A00002694	1		487
A00001052	3779318280070627328	A00002695	1.4	9.85	4.0	0.0	20.0	538.0	A00002696	A00002697	0		488
A00002698	3779318280079015936		1.4	9.85	4.0	0.0	20.0	850.0	A00002699	A00002700	0		489
A00001055	3779318280087404544		1.4	9.85	4.0	0.0	20.0	373.0	A00002701	A00002702	0		490
A00002703	3779318280099987456		1.4	9.85	4.0	0.0	20.0	420.0	A00002704	A00002705	0		491
A00002706	3779318280108376064		1.4	9.85	4.0	0.0	20.0	400.0	A00002707	A00002708	0		492
A00002709	3779318280116764672	A00002710	1.4	9.85	4.0	0.0	20.0	328.0	A00002711	A00002712	0		493
A00002713	3779318280125153280		1.4	9.85	4.0	0.0	20.0	340.0	A00002714	A00002715	0		494
A00000242	3779318280129347584		1.4	9.85	4.0	0.0	20.0	1930.0	A00002716	A00002717	0		495
A00000244	3779318280137736192		1.4	9.85	4.0	0.0	20.0	1930.0	A00002718	A00002719	0		496
A00001166	3779318280146124800		1.4	9.85	4.0	0.0	20.0	2220.0	A00002720	A00002721	0		497
A00000237	3779318280150319104		1.4	9.85	4.0	0.0	20.0	2095.0	A00002722	A00002723	0		498
A00000240	3779318280158707712		1.4	9.85	4.0	0.0	20.0	2095.0	A00002724	A00002725	0		499
A00001163	3779318280162902016		1.4	9.85	4.0	0.0	20.0	1644.0	A00002726	A00002727	0		500
A00001145	3779318280171290624		1.4	9.85	4.0	0.0	20.0	1810.0	A00002728	A00002729	0		501
A00001161	3779318280179679232		1.4	9.85	4.0	0.0	20.0	1644.0	A00002730	A00002731	0		502
A00001147	3779318280188067840		1.4	6.0	1.0	0.0	20.0	1925.0	A00002732	A00002733	0		503
A00002734	3779318280196456448		1.4	6.0	1.0	0.0	20.0	1925.0	A00002735	A00002736	0		504
A00001149	3779318280204845056		1.4	6.0	1.0	0.0	20.0	1925.0	A00002737	A00002738	0		505
A00001170	3779318280209039360		1.4	6.0	1.0	0.0	20.0	1664.0	A00002739	A00002740	0		506
A00001049	3779318280217427968		1.4	9.85	4.0	0.0	20.0	1820.0	A00002741	A00002742	0		507
A00001136	3779318280225816576		1.4	9.85	4.0	0.0	20.0	1670.0	A00002743	A00002744	0		508
A00001159	3779318280230010880		1.4	9.85	4.0	0.0	20.0	1820.0	A00002745	A00002746	0		509
A00001138	3779318280238399488		1.4	6.0	0.5	0.0	20.0	2030.0	A00002747	A00002748	0		510
A00001157	3779318280246788096	A00002749	1.4	9.85	4.0	0.0	20.0	1840.0	A00002750	A00002751	0		511
A00001155	3779318280255176704		1.4	9.85	4.0	0.0	20.0	1190.0	A00002752	A00002753	0		512
A00001153	3779318280259371008		1.4	9.85	4.0	0.0	20.0	1670.0	A00002754	A00002755	0		513
A00001150	3779318280267759616		1.4	9.85	4.0	0.0	20.0	750.0	A00002756	A00002757	0		514
A00001151	3779318280271953920		1.4	9.85	4.0	0.0	20.0	1670.0	A00002758	A00002759	0		515
A00001061	3779318280280342528	A00002760	1.4	9.85	4.0	0.0	20.0	238.0	A00002761	A00002762	0		516
A00000252	3779318280284536832	A00002763	1.4	9.85	4.0	0.0	20.0	897.0	A00002764	A00002765	0		517
A00002766	3779318280292925440		1.4	9.85	4.0	0.0	20.0	420.0	A00002767	A00002768	0		518
A00002769	3779318280301314048		1.4	9.85	4.0	0.0	20.0	420.0	A00002770	A00002771	0		519
A00000248	3779318280309702656		1.4	9.85	4.0	0.0	20.0	660.0	A00002772	A00002773	0		520
A00000250	3779318280318091264		1.4	9.85	4.0	0.0	20.0	660.0	A00002774	A00002775	0		521
A00000246	3779318280326479872		1.4	9.85	4.0	0.0	20.0	1442.0	A00002776	A00002777	0		522
A00000263	3779318280330674176		1.4	9.85	4.0	0.0	20.0	1250.0	A00002778	A00002779	0		523
A00000257	3779318280339062784		1.4	9.85	4.0	0.0	20.0	1257.0	A00002780	A00002781	0		524
A00000259	3779318280347451392		1.4	9.85	4.0	0.0	20.0	1250.0	A00002782	A00002783	0		525
A00002784	3779318280351645696		1.4	9.85	4.0	0.0	20.0	1250.0	A00002785	A00002786	0		526
A00000255	3779318280360034304		1.4	9.85	4.0	0.0	20.0	1200.0	A00002787	A00002788	0		527
A00001057	3779318280364228608		1.4	9.85	4.0	0.0	20.0	345.0	A00002789	A00002790	0		528
A00002791	3779318280372617216		1.4	9.85	4.0	0.0	20.0	345.0	A00002792	A00002793	0		529
A00001184	3779318280381005824		1.4	9.85	4.0	0.0	20.0	315.0	A00002794	A00002795	0		530
